B08D2DJPD3,Perfect...cut metal box vibrant colors.  love,5
B08D2DJPD3,"Love it! What beautiful paints, did not disappoint!",5
B08D2DJPD3,So many colors. Highly recommend,5
B08D2DJPD3,It did she love to draw and paint,5
B08D2DJPD3,Love this product,5
B08D2DJPD3,"I'm a watercolor artist -- just as a hobby. Been doing it for years. I bought this for an overseas trip because of it's small size for packing purposes. I am STILL using this set months later! I used to lug around a TON of watercolor paint tubes, paper, brushes. Trying to figure out if I could get it through airport security... If you need a set that is super small for travel.. this is it.I bought it for travel, but I'm still using it daily! Great product, and will most likely buy another one when I run out just because of how easy it is to close it all up and pack in a bag :-)",5
B08D2DJPD3,"I got these on a black friday sale and they are really nice. Vibrand and hold colors well. Can't wait to test them out more, there is a good array of colors including the sparkly ones, and packaged nicely. The brushes are a plus. A+",5
B08D2DJPD3,"I took this for trip abroad to do en plain air painting.  I didn't want to have to carry a large pallet or individual paint tubes.  The variety of colors is fun, and you can use the lid for mixing.  I found the accompanying plastic color swatch card was not accurate to color or even order of paints in the pan.  Thank goodness they provided a watercolor paper card to dab on the actual paint, but even it didn't list all the colors in the pan.I wish the paint had more pigment for richer colors, but it worked well for traveling and I will continue to use it for some quick outdoor painting.",4
B08D2DJPD3,"The paints themselves are okay. This is my first set so I have nothing to compare it to. I like the ease of transport.The box was not made well; as you can see, the closure came loose. I requested a replacement, which looks to be in better shape.I will say, I really like the black marker that comes with this. It holds up to water really well so you can paint, ink, and paint again (It's not pictured here, that's a Pigma Micron inked drawing).The plastic water-holding squeeze pen is literally impossible to open. I tried so many ways. I compared it with one I bought at a college for under $1; that one opened instantly. This one is poorly constructed.One of my main gripes with this set is that the swatch paper does not match the layout of the paints. Sounds like a minor issue, I know, but it seriously slows down my work flow and feels like such a simple, thoughtless detail that makes such a huge difference.It's off brand, so I guess you get what you pay for.",3
B08D2DJPD3,"This kit has it all, quality colors & brushes & canvas paper. Everything you need all in one. Colors are beautiful and ready to use. Empty swatch page to see what the colors look like on paper- genius!",5
B08D2DJPD3,Gift given,5
B08D2DJPD3,"The water brush is nice, and the included brush seems decent enough. The metal case is a nice touch. However, as I was trying to follow tutorials online I was struggling. It looked so easy but it was a challenge to get enough color on the brush. I ended up buying a much better quality, name brand paint from a local art supply and the difference was shocking. Now, the better paints were considerably more money for less paint - get what you pay for - but if you are struggling with these, consider upgrading.",3
B08D2DJPD3,I've started using them daily and I live everything about them. Will need to get more soon at this rate.,5
B08D2DJPD3,Love the whole box,4
B08D2DJPD3,"Great quality, convenience and value",4
B08D2DJPD3,Nice little craft project.  Perfect size - easy to store.,4
B08D2DJPD3,"My only complaint is the water brush it releases too much water, but the paint itself works great I work with a lot of neon colors for my art. They have good coverage a little goes along way.",5
B08D2DJPD3,Good color range,5
B08D2DJPD3,"Easy to use, beautiful color assortment!",5
B08D2DJPD3,"great colors, no need to mix and good coverage.  Excellent student grade paints",4
B08D2DJPD3,"My daughter is a beginner water color artist. I bought these for her because she is just getting started. She is also a "" minimalist. She loves how compact it is. I am more experienced with water color. The colors did not have enough pigment for me.",4
B08D2DJPD3,"I'm an acrylic painter. I recently decided to switch things up and try watercolor. This set is so affordable, easy to set up, and is great quality. I am OBSESSED with these colors. I totally recommend!!",5
B08D2DJPD3,"Very nice palette of watercolors gives you lots of choices. It's great for someone like me who really doesn't like to mix colors a lot. I've found the shiny colors are not shiny once on page, which is disappointing. I'm overall very happy with the product",4
B08D2DJPD3,"Metal case with rounded corners. Beautiful colors, has a color guide and a sample sheet for you to get a feel for the colors yourself. A fine line brush and a brush you can fill with water. A marker and place to mix your colors. It also comes with paper the same size- so easy to take anywhere you want to paint!",5
B08D2DJPD3,"It's a beautiful set to give as gifts. I bought for 3 kids ages 12, 11 and 8 and the other for an adult. I think I'll get one for myself as well. The note pad included is small, but perfect for travel and you can keep everything in the box it came in and travel with it. I like that the paints and brushes are all secure and neat in a metal with clasp pretty box and that there are spaces so you can mix colors right in the box lid. Great product, very happy.",5
B08D2DJPD3,"I purchased 2 sets for my husband and I so we can bring it with us when we travel. The box it came in was really nice and the quality of the material is good.Pro: Easy to blend and very pigmented. Convenient for travel and the price is great for what you get. It comes with a water color swatch for you to match the colors. Though I misplaced the light blue (321a) and cobalt (32a) on the chart the colors overall are nice for the price. Most of the colors are on spot and doesn't need to be reapplied.Con: I am disappointed with the color Apricot. On the packaging it has a pinker tone to it. The color in the tin is more orange. Also fairy dusk requires several layers of paint in order to see. It's not as pigmented as the other colors.Overall this is a nice water color set for anyone on a budget or wants to get started with water colors without spending a lot. I would say this kit is better than most water color kits in the same price range. If all the colors in the kit were true to the color chart provided by the company I would be giving this a 5 star. This review deserves a 4.8 stars if it was possible. However, Amazon doesn't have that rating system so it would have to settle for a 4.",4
B08D2DJPD3,"The colors are okay, but the swatch card does not match up with the actual rows of paint. Very frustrating. Also, the pans are ridiculously small.",4
B08D2DJPD3,"I think this set is good for a beginner, (like me) but the tin that the paints came in was much smaller than I thought. Maybe I missed seeing the measurements. It also came bent up. It's pretty flimsy. I'm no expert, but having said all that, I still think it'll serve the purpose I need for now.",4
B08D2DJPD3,"It has a cute appearance, the colors aren't very bright, but it's easy to clean, and the size is perfect for traveling. The brush is very durable. Worth the money.",4
B08D2DJPD3,"I got this specifically because I wanted to dabble in watercolor. Unfortunately they didn't really teach me a lot. So in some ways this is a very unique art supply. The texture is very unique. Color quality is good and metallics are beautiful. However they don't really function like traditional watercolor. They kind of look like colored pencils once they dry. You can definitely get a traditional watercolor look working with them but they don't really want to be watercolor. They're a bit chalky? It's like working with liquid colored pencil.That being said there are very interesting art supply in their own way. Because they have that colored pencil texture they're actually amazing for colored pencil work. Buildable can go over and under water soluble materials. Because it's water soluble if you overlay with them woth wax there's a lot of potential there.So yes I recommend these for beginners but for mixed media artists too. They're very strange and kind of in their own category. I kind of look at them as their own thing. I might even buy this palette again when I run out because I found uses for it that I like. Paired with not only more traditional watercolor but also colored pencils.I will say the White and the black are not white and black. They are cream and a dark gray. Not that a good deal. I actually like them as colors in their own right but definitely worth noting.And if the company reads this hi can I please get a larger pallet of those metallics? Just the metallics they're freaking gorgeous. I did an entire piece in just the copper, just like a one-tone study and it looks amazing.",4
B08D2DJPD3,"Very convenient, easy to use, and take during travel",5
B08D2DJPD3,"These are very nice watercolor paints.  Vibrant colors and easy to work with.  The tin case is great to have since it will last.  Overall, very happy with this purchase.",5
B08D2DJPD3,"Using for watercolor lessons, will be sufficient for ""exercises""  I was looking for specific paint names for some of more complex exercises, but really efficient for kids.  I like the extra little book of small watercolor paper.",4
B08D2DJPD3,"Not only are there multiple colors, there is a brush, watercolor pen, water spreader and a small pack of watercolor paper in a nice metal case. The recipient can try it out immediately!",5
B08D2DJPD3,This set is beautiful. The water brush cleans easily between colors. The pigments are vibrant and the pen works great in beautiful black. I'm so happy with this set.,5
B08D2DJPD3,I looove this product! I brought this on a camping trip and everyone had a blast pairing their own creation. The colors are beautiful and the whole thing is great quality.,5
B08D2DJPD3,"I love this little set.  It's compact.  It's rich and colorful.  The paints activate with water easily.  The paint pellets are deeply set in their compartments which makes it neat and tidy.  I like a tidy paint set.  I don't like spill over from neighboring paint pellets.I appreciate the little template with the color chart and the swatch paper they gave us.  It's very useful.  The paintbrush they provided it perfectly sized for this set.  They gave us a paint pen marker and a water brush.  And the price is very reasonable for everything they give us.If you're a beginner like me, this paint set gives us so many choices of colors.  I'm clumsy mixing paints for colors and I don't need to do that so much with this set.  They give us lovely metallic colors and the Sharpie neon colors for fun.  How they will hold up, time will tell.  But I love my set and will by a set each for my nieces and nephew for Christmas.",5
B08D2DJPD3,I'm a fairly new watercolor artist and this palette has lots of great colors that would normally require lots of mixing and getting just right. In other words it takes my watercolors of another notch. Also I did not think that I would like the water brush but I do. It's very versatile.  I've ordered more expensive pallets and still go back to this one. The paint is vibrant and builds nicely.,5
B08D2DJPD3,"Okay these colors are fabulous! My kids are wondering why they don't get upgraded paints like mama ;) There is such a nice array of colors, values here that this is a great kit to play with as you mix and create your masterpiece. I am just testing out colors so far but love them!",5
B08D2DJPD3,"To be fair I have not used these yet however I am pleasantly surprised at the value of materials provided based on just opening the package I got during Prime Days. For real, anyone can make 48 colors plus 10 sheets of watercolor paper and some brushes work for them even if they are just experimenting.  A+ y'all.",5
B08D2DJPD3,Great gift,5
B08D2DJPD3,Watercolor artist a perfect paint set!,5
B08D2DJPD3,"Just received the paint set. Initial thoughts... cute case, cheap thin plastic holding everything inside, cheap brush and water pen... generally looks no different than a $5 watercolor set for kids. I've not used the paints yet but the variety of colors is nice. Will update w/ info on the paints themselves later.",3
B08D2DJPD3,"This is a great small travel set of watercolor paints, a couple brushes, a color sheet, a book of paper (which fits inside the tin!) And a sponge.Saw a few reviews about the metallic color being weak, however, I feel watercolor should be softer and more of a wash than acrylic....soooo....yeah. I love the colors, each one has been well used, the only color I found myself not using often was the black, which is normal for my style.The paper in the booklet is quality watercolor paper. The brush is great, mine didn't leak. The bonus of the black acrylic marker pen was excellent.Downside....it's a travel kit, small and the pans of paint will go quick with daily use. Could be a better fleshy color, as the peachy sand color is the only color close to Caucasian....but that kind of whatever. Also, the metallic paints will absorb an insane amount of water if you aren't careful, and then become complete mush. Let it dry out for a few days and it solidifies again.Bought it for use while traveling....as it should be LolLoved it. Will by again.",5
B08D2DJPD3,I like the colors and nice tin. A lot of bang for your money.,5
B08D2DJPD3,Thought the paints would be a little larger but I'm excited to try these and the extra colors!:-),5
B08D2DJPD3,"these are great quality paints, this set is a nice compact size. i have both the pink set and the little teal travel set and there are differences- first being the paint themselves are about half the size of the pink set, yet the eraser and sponge are both bigger and it does comes with a sharpener, the pink one doesn't. the paper that comes is smaller as well as they are made to fit inside the tin. also in the teal travel set the paints are glued in which is why i docked it a half star,  i greatly dislike that because for one, i rearange them to a different order as i feel they don't come in the ""right"" order, and also because once i get down to the bottom there will be glue down there. the paints themselves are glued directly into the thin plastic tray, wheras in the pink set they are in square holders and then in the plastic liner.  the last difference is that some paints have different names, yet seem to be pretty similar in colors to the different names in the other set, so i don't mind that. its still an excellent variety of color as well as being high quality paints.**so to sum it up- i do recommend the pink set over this smaller teal set since its very similar in price but the pink set is double the paint, plus the fact that the pink set has individual holders verses being glued directly into the plastic liner.** i rate the pink set a 5 and this teal set a 4.5",4
B08D2DJPD3,This has been such a treat and I am using it every night. So glad I bought it!,5
B08D2DJPD3,"It is my companion during travel - has beautiful colors, brushes, Inc pen and a light case.  Just add Crarft 'n' Beyond calligraphy pen.",5
B08D2DJPD3,Love the colors and compactness of the set.  Will purchase again when I use these up.,5
B08D2DJPD3,"I think a great watercolor set!  I am the beginner, wanted to try the watercolor painting for the first time and decided on this color palette, I feel like easy to create with it.",5
B08D2DJPD3,Niece loved it!!,5
B08D2DJPD3,I am a beginner and this set is working fine for me. It gives me lots of colors to choose from.,5
B07R1WKMB3,I consider myself a pen and marker snob. These pens are amazing for the price. I bought them for my daughter but they are nice enough I'd buy them for myself. They do smear a bit but not anymore than other gel pens. The colors are bright and varied. I'd definitely buy these again.,5
B07R1WKMB3,"These have beautiful, bright colors ! They write so smooth too ! Unlike some gel pens, these do not junk up at all ! Great quality with an amazing price !",5
B07R1WKMB3,Just received these pens and I love them! I really enjoy using different colors when I journal and take notes.  Very happy with this purchase and I recommend them.,5
B07R1WKMB3,"I originally got these for my daughter, but I find myself using them quite a bit, too! The colors are pretty and there's a nice variety as well. Two negatives... One of the purple pens did not work at all no matter what we tried. Also, these tend to leave glitter EVERYWHERE, but I guess that's what you get with glitter pens! I would definitely get these again, or another type from this company. Good quality and a great price.",5
B07R1WKMB3,"LOVED Everything About These Pens , The Cost Was Fantastic , The Pens Have Lasted Me For A Very Very Long Time The Pens Dont Dry Up After A Short Period Of Time Thats Why I Love Them , Have Had No Leakage And No Smearing Or Blotchiness On The Paper , I Use The Pens When I Am Finishing My Art Work And LOVE The Glitter Pens , It's Comfortable In My Hand Like A Paint Brush Is , And Durablilty Like I Said Lasts A Long Time Without Drying Up Have Had Them Now For About Three Years And Still Have Not Dried Up , So Extremely Happy I Got Them !!!",5
B07R1WKMB3,"I know it says for adults, but my 5 little old boy loves this set! Even got another one to give as a gift. Durable, functions very well.",5
B07R1WKMB3,Good,5
B07R1WKMB3,Work very well for my purposes. I use them on adult coloring books.,5
B07R1WKMB3,It includes a great array of colors including some glitter pens. And the price was a good value. There's a nicely fine tip. They don't seem to bleed through most papers. But the writing line isn't always consistent. I'm left handed and have found that can be a common issue.,4
B07R1WKMB3,Good pens But they will bleed,4
B07R1WKMB3,I use them for journaling and coloring. Nice rich shades. Good value.,5
B07R1WKMB3,I have ordered these so many times over the years!,5
B07R1WKMB3,Lots color,5
B07R1WKMB3,"Awesome, for the grandkids that love to draw",5
B07R1WKMB3,Our creative niece loved this gift.,5
B07R1WKMB3,I am sad because the case of gel pens are missing one pen.,4
B07R1WKMB3,Used these pens for a mandala coloring book. They were great for small details. Loved the glitter pens!!,5
B07R1WKMB3,Needs more glitter pens,4
B07R1WKMB3,These work great for adult coloring books. They can get in small spaces yet fill larger spaces quickly. Reason I gave it a 4 is because some of the colors are very similar.,4
B07R1WKMB3,The writing quality and ink flow in these gel. Pens is perfect. It is smooth.The quality for the price is excellent and you get a ton of pens. These will be purchased when they run out.Love that there is neon glitter regular,5
B07R1WKMB3,Students want options other than candy-these pens are an affordable addition to a prize box!,5
B07R1WKMB3,The pens write easily and smooth.The colors are true and bright except for the sparkle ones. They are a bit difficult to see,4
B07R1WKMB3,Great product and loved the number of pens in this package for thr price,5
B07R1WKMB3,These are for my sister to use and she loved them.,5
B07R1WKMB3,Love these pens!!!!!!!!!,5
B07R1WKMB3,They work wonderfully & beautifully colors,5
B07R1WKMB3,great idea for future artist,4
B07R1WKMB3,"I expect whether on sale or not, if stated new, to get New Product!! These have obviously been used as certain pens if not all are missing ink. Especially the blue pen. Today I sat down to inspect them & that's the 1st thing I noticed. So while I get the price now, at least be honest when used previously!! Now the most used color will run out before the rest.",3
B07R1WKMB3,"I do love the ink and the color variations I am giving three stars because after only coloring a few pictures in a coloring book I noticed the ink is getting low and will not last for more than another one or two pages in my book I ordered to use them with. Also, one of the 2 purple pens doesn't work. I tried to fix it and get it working with no success. Recommend ordering a product with more pens than this one comes with.",3
B07R1WKMB3,Love these pens great color spreads great in the paper there's no leakage The ink filters came with them The pens  function perfectly I love that they came with refills overall great quality,4
B07R1WKMB3,Great gel pens they do not skip roll smooth would buy again,5
B07R1WKMB3,"These are great gel pens.  I appreciate all the bright colors in this pack.  They last a long time.  So far, I have not had any issues with them aside from a purple that turned out grey!  These are good quality and I would highly recommend them.",5
B07R1WKMB3,We all love these gel pens for coloring. Good value for all the pens in this package.,5
B07R1WKMB3,Quick drying with good ink flow. Good color variety,5
B07R1WKMB3,I bought these for my granddaughter for Christmas.  I did try a couple of the pens out to make sure they were going to work.  I worked perfectly.  She's going to love it.  I'm going to repurchase these for myself.,5
B07R1WKMB3,Got these for my granddaughters for Christmas. They love to write and draw.,5
