B08D2DJPD3,perfectcut metal box vibrant color love,5
B08D2DJPD3,love beautiful paint not disappoint,5
B08D2DJPD3,many color highly recommend,5
B08D2DJPD3,love draw paint,5
B08D2DJPD3,love product,5
B08D2DJPD3,watercolor artist hobby year bought overseas trip small size packing purpose still using set month later used lug around ton watercolor paint tube paper brush trying figure could get airport security need set super small travel iti bought travel still using daily great product likely buy another one run easy close pack bag,5
B08D2DJPD3,got black friday sale really nice vibrand hold color well cannot wait test good array color including sparkly one packaged nicely brush plus,5
B08D2DJPD3,took trip abroad en plain air painting not want carry large pallet individual paint tube variety color fun use lid mixing found accompanying plastic color swatch card not accurate color even order paint pan thank goodness provided watercolor paper card dab actual paint even not list color pani wish paint pigment richer color worked well traveling continue use quick outdoor painting,4
B08D2DJPD3,paint okay first set nothing compare like ease transportthe box not made well see closure came loose requested replacement look better shapei say really like black marker come hold water really well paint ink paint not pictured pigma micron inked drawingthe plastic waterholding squeeze pen literally impossible open tried many way compared one bought college one opened instantly one poorly constructedone main gripe set swatch paper not match layout paint sound like minor issue know seriously slows work flow feel like simple thoughtless detail make huge differenceit brand guess get pay,3
B08D2DJPD3,kit quality color brush canvas paper everything need one color beautiful ready use empty swatch page see color look like paper genius,5
B08D2DJPD3,gift given,5
B08D2DJPD3,water brush nice included brush seems decent enough metal case nice touch however trying follow tutorial online struggling looked easy challenge get enough color brush ended buying much better quality name brand paint local art supply difference shocking better paint considerably money less paint get pay struggling consider upgrading,3
B08D2DJPD3,started using daily live everything need get soon rate,5
B08D2DJPD3,love whole box,4
B08D2DJPD3,great quality convenience value,4
B08D2DJPD3,nice little craft project perfect size easy store,4
B08D2DJPD3,only complaint water brush release much water paint work great work lot neon color art good coverage little go along way,5
B08D2DJPD3,good color range,5
B08D2DJPD3,easy use beautiful color assortment,5
B08D2DJPD3,great color no need mix good coverage excellent student grade paint,4
B08D2DJPD3,daughter beginner water color artist bought getting started also minimalist love compact experienced water color color not enough pigment,4
B08D2DJPD3,acrylic painter recently decided switch thing try watercolor set affordable easy set great quality obsessed color totally recommend,5
B08D2DJPD3,nice palette watercolor give lot choice great someone like really not like mix color lot found shiny color not shiny page disappointing overall happy product,4
B08D2DJPD3,metal case rounded corner beautiful color color guide sample sheet get feel color fine line brush brush fill water marker place mix color also come paper size easy take anywhere want paint,5
B08D2DJPD3,beautiful set give gift bought kid age adult think get one well note pad included small perfect travel keep everything box came travel like paint brush secure neat metal clasp pretty box space mix color right box lid great product happy,5
B08D2DJPD3,purchased set husband bringtravel box came really nice quality material goodpro easy blend pigmented convenient travel price great get come water color swatch match color though misplaced light blue cobalt chart color overall nice price color spot not need reappliedcon disappointed color apricot packaging pinker tone color tin orange also fairy dusk requires several layer paint order see not pigmented colorsoverall nice water color set anyone budget want get started water color without spending lot would say kit better water color kit price range color kit true color chart provided company would giving star review deserves star possible however amazon not rating system would settle,4
B08D2DJPD3,color okay swatch card not match actual row paint frustrating also pan ridiculously small,4
B08D2DJPD3,think set good beginner like tin paint came much smaller thought maybe missed seeing measurement also came bent pretty flimsy no expert said still think serve purpose need,4
B08D2DJPD3,cute appearance color not bright easy clean size perfect traveling brush durable worth money,4
B08D2DJPD3,got specifically wanted dabble watercolor unfortunately not really teach lot way unique art supply texture unique color quality good metallic beautiful however not really function like traditional watercolor kind look like colored pencil dry definitely get traditional watercolor look working not really want watercolor bit chalky like working liquid colored pencilthat said interesting art supply way colored pencil texture actually amazing colored pencil work buildable go over water soluble material water soluble overlay woth wax lot potential thereso yes recommend beginner mixed medium artist strange kind category kind look thing might even buy palette run found us like paired not only traditional watercolor also colored pencilsi say white black not white black cream dark gray not good deal actually like color right definitely worth notingand company read hi please get larger pallet metallic metallic freaking gorgeous entire piece copper like onetone study look amazing,4
B08D2DJPD3,convenient easy use take travel,5
B08D2DJPD3,nice watercolor paint vibrant color easy work tin case great since last overall happy purchase,5
B08D2DJPD3,using watercolor lesson sufficient exercise looking specific paint name complex exercise really efficient kid like extra little book small watercolor paper,4
B08D2DJPD3,not only multiple color brush watercolor pen water spreader small pack watercolor paper nice metal case recipient try immediately,5
B08D2DJPD3,set beautiful water brush clean easily color pigment vibrant pen work great beautiful black happy set,5
B08D2DJPD3,love product brought camping trip everyone blast pairing creation color beautiful whole thing great quality,5
B08D2DJPD3,love little set compact rich colorful paint activate water easily paint pellet deeply set compartment make neat tidy like tidy paint set not like spill over neighboring paint pelletsi appreciate little template color chart swatch paper gaveuseful paintbrush provided perfectly sized set gavepaint pen marker water brush price reasonable everything give usif beginner like paint set givemany choice color clumsy mixing paint color not need much set givelovely metallic color sharpie neon color fun hold time tell love set set niece nephew christmas,5
B08D2DJPD3,fairly new watercolor artist palette lot great color would normally require lot mixing getting right word take watercolor another notch also not think would like water brush versatile ordered expensive pallet still go back one paint vibrant build nicely,5
